Priority,Score,Store Location,Category,Product,Weather,Current Inventory,Predicted Demand,Supply Gap,Lead Time (Days),AI Recommendation,Financial Impact ($)
LOW,30,"Miami, FL",Appliances,Camera,Cloudy,56,356.5640686961896,300.5640686961896,2,STANDARD RESTOCK,75165.0622995431
LOW,30,"New York, NY",Appliances,Smartphone,Stormy,67,353.6244973078181,286.6244973078181,3,STANDARD RESTOCK,73587.97343880922
LOW,30,"New York, NY",Electronics,TV,Sunny,6,280.4636658703776,274.4636658703776,2,STANDARD RESTOCK,69853.7476006698
LOW,30,"Miami, FL",Appliances,Washing Machine,Cloudy,96,311.0841463284422,215.08414632844222,1,STANDARD RESTOCK,69474.33010555012
LOW,30,"Los Angeles, CA",Electronics,Headphones,Sunny,20,292.71286184050007,272.71286184050007,5,STANDARD RESTOCK,68213.66813216428
LOW,30,"Dallas, TX",Appliances,Smartphone,Cloudy,69,247.02472135508702,178.02472135508702,1,STANDARD RESTOCK,68172.78679571702
LOW,30,"Dallas, TX",Electronics,Washing Machine,Cloudy,68,296.3708970536762,228.37089705367617,1,STANDARD RESTOCK,66672.88339482076
LOW,30,"Miami, FL",Appliances,Headphones,Rainy,72,348.19393601633715,276.19393601633715,2,STANDARD RESTOCK,66223.02003863716
LOW,30,"Los Angeles, CA",Appliances,Laptop,Cloudy,12,337.1468654983058,325.1468654983058,6,STANDARD RESTOCK,65361.02290246943
LOW,30,"Chicago, IL",Appliances,TV,Cloudy,15,311.74817878862075,296.74817878862075,1,STANDARD RESTOCK,64809.802247434774
LOW,30,"Miami, FL",Electronics,Laptop,Cloudy,13,289.6170726995267,276.6170726995267,5,STANDARD RESTOCK,64650.942231333385
LOW,30,"Miami, FL",Electronics,Camera,Sunny,65,331.082165929176,266.082165929176,4,STANDARD RESTOCK,63122.672223378424
LOW,30,"Miami, FL",Appliances,Smartphone,Cloudy,56,339.57074694281124,283.57074694281124,4,STANDARD RESTOCK,62564.21389799244
LOW,30,"Chicago, IL",Electronics,Smartphone,Cloudy,71,286.6275291559937,215.62752915599373,5,STANDARD RESTOCK,60254.95674735089
LOW,30,"Los Angeles, CA",Electronics,Fridge,Cloudy,9,281.4260649824983,272.4260649824983,3,STANDARD RESTOCK,59198.18392069689
LOW,30,"Miami, FL",Electronics,Tablet,Cloudy,79,329.94482362709147,250.94482362709147,6,STANDARD RESTOCK,59142.676032432915
LOW,30,"Chicago, IL",Electronics,Smartphone,Sunny,49,292.8233136166997,243.8233136166997,1,STANDARD RESTOCK,58654.136323633276
LOW,30,"New York, NY",Appliances,Washing Machine,Sunny,55,237.72491582298073,182.72491582298073,5,STANDARD RESTOCK,57830.60860881517
LOW,30,"Miami, FL",Appliances,Smartphone,Sunny,57,346.34119942322786,289.34119942322786,2,STANDARD RESTOCK,55536.149817294354
LOW,30,"New York, NY",Electronics,Headphones,Stormy,49,311.4873575322285,262.4873575322285,1,STANDARD RESTOCK,55411.081175053434
LOW,30,"Los Angeles, CA",Electronics,Laptop,Cloudy,117,317.1045318444922,200.10453184449221,1,STANDARD RESTOCK,52279.30998969203
LOW,30,"Dallas, TX",Appliances,Fridge,Stormy,125,310.6002401030319,185.60024010303192,4,STANDARD RESTOCK,50717.1216105545
LOW,30,"New York, NY",Appliances,Headphones,Sunny,17,298.97511505727755,281.97511505727755,1,STANDARD RESTOCK,50572.236885522725
LOW,30,"Chicago, IL",Electronics,Washing Machine,Cloudy,64,278.8659971410549,214.8659971410549,5,STANDARD RESTOCK,50514.995927862
LOW,30,"Miami, FL",Appliances,Headphones,Sunny,42,352.3281963543268,310.3281963543268,4,STANDARD RESTOCK,50360.05970438015
LOW,30,"Dallas, TX",Electronics,Laptop,Cloudy,59,306.67933443808,247.67933443808,4,STANDARD RESTOCK,49258.46603304535
LOW,30,"Dallas, TX",Appliances,Camera,Cloudy,35,296.6747807835869,261.6747807835869,2,STANDARD RESTOCK,48517.12110508485
LOW,30,"Los Angeles, CA",Electronics,Tablet,Rainy,28,328.19138298171754,300.19138298171754,2,STANDARD RESTOCK,47490.27678770771
LOW,30,"Chicago, IL",Appliances,TV,Cloudy,43,263.21349961588913,220.21349961588913,6,STANDARD RESTOCK,45482.89621066574
LOW,30,"Miami, FL",Electronics,Camera,Rainy,0,284.3014885817611,284.3014885817611,5,STANDARD RESTOCK,44433.479650443434
LOW,30,"Dallas, TX",Appliances,Smartphone,Rainy,77,293.4027221520911,216.4027221520911,4,STANDARD RESTOCK,43717.677929165446
LOW,30,"Los Angeles, CA",Electronics,Laptop,Sunny,23,312.12347197126667,289.12347197126667,7,STANDARD RESTOCK,43677.882910699256
LOW,30,"Chicago, IL",Electronics,Headphones,Cloudy,94,330.4357538640807,236.4357538640807,2,STANDARD RESTOCK,43024.21413064677
LOW,30,"Chicago, IL",Appliances,Smartphone,Sunny,77,284.1940095950755,207.1940095950755,1,STANDARD RESTOCK,40887.6658534922
LOW,30,"Miami, FL",Appliances,TV,Cloudy,6,314.03214458901584,308.03214458901584,7,STANDARD RESTOCK,40567.83344237338
LOW,30,"Los Angeles, CA",Appliances,Camera,Sunny,61,301.10354148606444,240.10354148606444,3,STANDARD RESTOCK,38450.18113357836
LOW,30,"New York, NY",Appliances,Washing Machine,Rainy,142,316.7589076975979,174.75890769759792,6,STANDARD RESTOCK,36795.48801572924
LOW,30,"Los Angeles, CA",Appliances,Fridge,Cloudy,34,266.8257471302581,232.8257471302581,1,STANDARD RESTOCK,34858.670860342245
LOW,30,"New York, NY",Electronics,Washing Machine,Sunny,27,248.14290047702846,221.14290047702846,7,STANDARD RESTOCK,31778.234798548987
LOW,30,"Chicago, IL",Electronics,Smartphone,Sunny,63,309.53903416124683,246.53903416124683,2,STANDARD RESTOCK,31268.545702670934
LOW,30,"New York, NY",Electronics,Fridge,Stormy,96,336.41140942676316,240.41140942676316,3,STANDARD RESTOCK,31186.168030839715
LOW,30,"Chicago, IL",Appliances,Camera,Sunny,54,304.3296521793438,250.32965217934378,6,STANDARD RESTOCK,30868.14941023488
LOW,30,"Dallas, TX",Appliances,Laptop,Stormy,111,327.0061377791488,216.0061377791488,6,STANDARD RESTOCK,29927.650389301067
LOW,30,"Los Angeles, CA",Appliances,Washing Machine,Stormy,74,316.04800288296406,242.04800288296406,3,STANDARD RESTOCK,27680.60960969577
LOW,30,"Los Angeles, CA",Electronics,Laptop,Sunny,34,312.26614507037544,278.26614507037544,6,STANDARD RESTOCK,27247.820925291166
LOW,30,"Miami, FL",Electronics,Smartphone,Sunny,118,301.6390968326199,183.63909683261988,7,STANDARD RESTOCK,26304.464230304475
LOW,30,"Miami, FL",Electronics,Laptop,Cloudy,96,333.27031467681036,237.27031467681036,3,STANDARD RESTOCK,24149.37262780576
LOW,30,"Dallas, TX",Appliances,Camera,Stormy,91,240.26348669727852,149.26348669727852,4,STANDARD RESTOCK,22580.580267564295
LOW,30,"Chicago, IL",Electronics,Smartphone,Rainy,78,291.81457099017575,213.81457099017575,2,STANDARD RESTOCK,21003.005308364965
LOW,30,"Miami, FL",Appliances,TV,Cloudy,2,325.9992312258019,323.9992312258019,3,STANDARD RESTOCK,20813.710613945514
LOW,30,"Chicago, IL",Electronics,Camera,Sunny,117,325.30033541981356,208.30033541981356,3,STANDARD RESTOCK,20459.25894493409
LOW,30,"Miami, FL",Electronics,Laptop,Sunny,22,300.13847616059815,278.13847616059815,6,STANDARD RESTOCK,17926.024788550552
LOW,30,"Chicago, IL",Electronics,TV,Sunny,131,310.535638610866,179.535638610866,6,STANDARD RESTOCK,15091.765781629396
LOW,30,"Los Angeles, CA",Appliances,Fridge,Sunny,64,268.53846645478677,204.53846645478677,5,STANDARD RESTOCK,13751.121099755315
LOW,10,"Chicago, IL",Appliances,Camera,Cloudy,59,348.4209810954079,289.4209810954079,2,Monitor Closely,501615.76180512813
LOW,10,"Chicago, IL",Appliances,Headphones,Stormy,89,349.7382114707696,260.7382114707696,7,Monitor Closely,462865.08038502495
LOW,10,"New York, NY",Electronics,Washing Machine,Rainy,100,342.99364746899874,242.99364746899874,7,Monitor Closely,454660.55390629417
LOW,10,"Los Angeles, CA",Appliances,Fridge,Sunny,91,330.7374688195018,239.73746881950183,10,Monitor Closely,446297.66932907276
LOW,10,"Miami, FL",Electronics,Smartphone,Rainy,117,342.50116698689163,225.50116698689163,6,Monitor Closely,442620.45559688046
LOW,10,"Miami, FL",Electronics,TV,Stormy,64,327.19784887084637,263.19784887084637,9,Monitor Closely,440148.39464520506
LOW,10,"New York, NY",Electronics,Washing Machine,Sunny,80,310.5068131852824,230.5068131852824,4,Monitor Closely,426787.9747488141
LOW,10,"Los Angeles, CA",Electronics,Smartphone,Sunny,80,329.24658445254994,249.24658445254994,9,Monitor Closely,425753.0456984677
LOW,10,"Miami, FL",Appliances,Smartphone,Stormy,85,294.5611405618147,209.56114056181468,3,Monitor Closely,416659.93772202806
LOW,10,"Chicago, IL",Appliances,Camera,Cloudy,64,292.92061658411285,228.92061658411285,2,Monitor Closely,411113.9569110766
LOW,10,"Dallas, TX",Electronics,Laptop,Rainy,101,371.8078708359987,270.8078708359987,6,Monitor Closely,409456.08454661333
LOW,10,"Dallas, TX",Electronics,Washing Machine,Sunny,129,338.44047824396046,209.44047824396046,1,Monitor Closely,405011.80801860587
LOW,10,"Miami, FL",Appliances,TV,Rainy,89,294.0292471665637,205.02924716656372,7,Monitor Closely,404233.61342112534
LOW,10,"Chicago, IL",Electronics,Laptop,Cloudy,101,310.3005388206101,209.3005388206101,10,Monitor Closely,402713.07373934763
LOW,10,"Los Angeles, CA",Electronics,Washing Machine,Cloudy,125,340.0991896014246,215.0991896014246,1,Monitor Closely,402037.5933002307
LOW,10,"Chicago, IL",Appliances,Headphones,Cloudy,92,337.901227033935,245.90122703393502,10,Monitor Closely,401232.1141267311
LOW,10,"Miami, FL",Appliances,Camera,Stormy,123,331.31667644353917,208.31667644353917,6,Monitor Closely,398291.0695262247
LOW,10,"Dallas, TX",Appliances,TV,Cloudy,61,327.9017996408526,266.9017996408526,1,Monitor Closely,397347.3851973229
LOW,10,"New York, NY",Appliances,Camera,Stormy,86,323.8939726326146,237.89397263261458,2,Monitor Closely,393053.1794630585
LOW,10,"New York, NY",Electronics,Tablet,Sunny,151,365.3011101185351,214.30111011853512,2,Monitor Closely,389905.86878296634
LOW,10,"Miami, FL",Electronics,TV,Sunny,63,301.4212958121289,238.4212958121289,8,Monitor Closely,385710.8197259878
LOW,10,"Miami, FL",Appliances,Fridge,Cloudy,99,292.22665918941726,193.22665918941726,3,Monitor Closely,385427.28481853876
LOW,10,"Miami, FL",Appliances,Camera,Cloudy,126,336.71095584007554,210.71095584007554,6,Monitor Closely,377490.7844970537
LOW,10,"Los Angeles, CA",Electronics,Laptop,Sunny,109,307.8372210647963,198.83722106479632,9,Monitor Closely,375599.533846979
LOW,10,"Los Angeles, CA",Appliances,Laptop,Cloudy,123,323.7746120688865,200.77461206888648,5,Monitor Closely,372551.3469166637
LOW,10,"Los Angeles, CA",Electronics,TV,Sunny,159,353.5101618392575,194.51016183925748,8,Monitor Closely,369732.69603053416
LOW,10,"Miami, FL",Appliances,TV,Sunny,114,341.6294769113125,227.6294769113125,9,Monitor Closely,363399.07841506484
LOW,10,"Chicago, IL",Electronics,Laptop,Rainy,147,335.171078787079,188.171078787079,6,Monitor Closely,362152.1765228244
LOW,10,"Dallas, TX",Appliances,Tablet,Stormy,103,321.60148184665553,218.60148184665553,10,Monitor Closely,361335.1334036108
LOW,10,"Los Angeles, CA",Electronics,Washing Machine,Stormy,121,355.9746748893369,234.97467488933688,1,Monitor Closely,361153.7255581619
LOW,10,"Dallas, TX",Electronics,Washing Machine,Rainy,90,354.72034278826123,264.72034278826123,8,Monitor Closely,360318.80017938605
LOW,10,"Los Angeles, CA",Appliances,Washing Machine,Cloudy,148,328.4831518548155,180.4831518548155,9,Monitor Closely,358668.7531865192
LOW,10,"Chicago, IL",Electronics,Headphones,Cloudy,122,312.1564336942054,190.15643369420542,4,Monitor Closely,358616.018303902
LOW,10,"Chicago, IL",Electronics,TV,Rainy,102,306.1240128583342,204.1240128583342,4,Monitor Closely,358311.1272110055
LOW,10,"Miami, FL",Appliances,Smartphone,Cloudy,114,294.0267954323518,180.02679543235178,2,Monitor Closely,355781.55500909383
LOW,10,"Dallas, TX",Appliances,Laptop,Stormy,87,278.214366065682,191.214366065682,6,Monitor Closely,349578.1040412798
LOW,10,"Miami, FL",Electronics,Smartphone,Stormy,117,291.9430619302061,174.9430619302061,6,Monitor Closely,344415.6543138547
LOW,10,"Chicago, IL",Electronics,Laptop,Sunny,114,324.37899841859945,210.37899841859945,5,Monitor Closely,341445.1144333869
LOW,10,"Chicago, IL",Appliances,TV,Sunny,138,309.5915395569099,171.59153955690988,1,Monitor Closely,340650.3879899598
LOW,10,"Los Angeles, CA",Electronics,Camera,Stormy,120,316.6932550373412,196.6932550373412,10,Monitor Closely,337814.7647289824
LOW,10,"Los Angeles, CA",Appliances,Smartphone,Cloudy,124,307.6328609131791,183.63286091317912,9,Monitor Closely,337230.73109539866
LOW,10,"Dallas, TX",Electronics,Washing Machine,Cloudy,73,315.6869534128626,242.68695341286258,9,Monitor Closely,334041.60328606644
LOW,10,"Miami, FL",Appliances,Tablet,Rainy,131,306.90019656923096,175.90019656923096,9,Monitor Closely,332926.30204658344
LOW,10,"Miami, FL",Appliances,Laptop,Stormy,107,311.0071320668474,204.00713206684742,5,Monitor Closely,331554.4311063611
LOW,10,"Miami, FL",Electronics,Tablet,Sunny,156,329.9486639296169,173.94866392961688,8,Monitor Closely,330088.4636461196
LOW,10,"Los Angeles, CA",Appliances,Tablet,Rainy,125,313.9549420653021,188.95494206530208,6,Monitor Closely,328808.0528855148
LOW,10,"Los Angeles, CA",Appliances,Washing Machine,Sunny,159,324.56558018193437,165.56558018193437,3,Monitor Closely,328018.52745644836
LOW,10,"New York, NY",Electronics,Smartphone,Cloudy,112,283.7687354593283,171.7687354593283,10,Monitor Closely,326656.0395977138
LOW,10,"Chicago, IL",Appliances,Headphones,Sunny,141,311.0574693341435,170.0574693341435,1,Monitor Closely,324979.8238975482
LOW,10,"Los Angeles, CA",Electronics,Camera,Rainy,81,276.57066390956965,195.57066390956965,4,Monitor Closely,323018.1984595189
LOW,10,"Dallas, TX",Electronics,Tablet,Sunny,148,324.424944672639,176.42494467263901,5,Monitor Closely,320112.47661182313
LOW,10,"New York, NY",Appliances,Headphones,Sunny,118,333.2406310744429,215.2406310744429,1,Monitor Closely,318317.21688968287
LOW,10,"Los Angeles, CA",Electronics,Laptop,Cloudy,142,317.9701026645856,175.97010266458562,5,Monitor Closely,317573.2442787777
LOW,10,"Los Angeles, CA",Electronics,Headphones,Sunny,122,292.0173028020906,170.01730280209063,8,Monitor Closely,316640.2247386136
LOW,10,"New York, NY",Appliances,TV,Rainy,117,302.09311858174044,185.09311858174044,5,Monitor Closely,315981.7173868182
LOW,10,"Dallas, TX",Appliances,Headphones,Sunny,165,339.44032756034534,174.44032756034534,9,Monitor Closely,314278.6717458206
LOW,10,"Dallas, TX",Electronics,Fridge,Rainy,99,300.10611078833267,201.10611078833267,5,Monitor Closely,313655.1456910231
LOW,10,"Dallas, TX",Appliances,TV,Cloudy,164,334.85782652746946,170.85782652746946,6,Monitor Closely,310435.00217428984
LOW,10,"Dallas, TX",Electronics,Fridge,Cloudy,117,304.09707391653933,187.09707391653933,9,Monitor Closely,309314.4955110403
LOW,10,"New York, NY",Appliances,Headphones,Stormy,117,287.4574194639128,170.4574194639128,2,Monitor Closely,307909.16879702813
LOW,10,"New York, NY",Appliances,Tablet,Sunny,127,304.0972555444059,177.09725554440593,2,Monitor Closely,306542.95253947855
LOW,10,"New York, NY",Electronics,Smartphone,Sunny,198,362.6429436006449,164.6429436006449,9,Monitor Closely,306298.4394157678
LOW,10,"Los Angeles, CA",Appliances,Washing Machine,Sunny,148,311.4980917743645,163.49809177436453,6,Monitor Closely,306294.055168259
LOW,10,"Dallas, TX",Electronics,Headphones,Rainy,186,351.2821013136412,165.2821013136412,8,Monitor Closely,305859.4869439324
LOW,10,"Dallas, TX",Electronics,Tablet,Sunny,92,266.1492908816046,174.1492908816046,2,Monitor Closely,305840.984646274
LOW,10,"Dallas, TX",Electronics,TV,Stormy,109,342.0495169475427,233.0495169475427,2,Monitor Closely,305199.31689933245
LOW,10,"Dallas, TX",Appliances,TV,Cloudy,128,315.8484760566642,187.8484760566642,3,Monitor Closely,300210.0420099579
LOW,10,"Dallas, TX",Electronics,Camera,Cloudy,101,337.5153352505911,236.51533525059108,10,Monitor Closely,299927.46178462706
LOW,10,"New York, NY",Electronics,TV,Cloudy,128,330.6279389932695,202.62793899326948,4,Monitor Closely,299788.0357405422
LOW,10,"Chicago, IL",Electronics,Camera,Stormy,141,313.10770319991485,172.10770319991485,9,Monitor Closely,299076.71908158803
LOW,10,"Dallas, TX",Electronics,Camera,Stormy,208,369.5274807719694,161.5274807719694,2,Monitor Closely,298738.61458852654
LOW,10,"Los Angeles, CA",Electronics,Camera,Cloudy,128,334.488817876149,206.48881787614903,8,Monitor Closely,298615.8688597717
LOW,10,"New York, NY",Appliances,Fridge,Cloudy,77,287.4577526362785,210.45775263627849,7,Monitor Closely,298437.51154834835
LOW,10,"Los Angeles, CA",Electronics,Washing Machine,Stormy,75,293.4505133543137,218.45051335431373,8,Monitor Closely,296876.4321536459
LOW,10,"Chicago, IL",Appliances,Smartphone,Stormy,105,311.242429005265,206.24242900526502,8,Monitor Closely,296770.48079283605
LOW,10,"New York, NY",Electronics,Camera,Sunny,146,304.23180055184554,158.23180055184554,6,Monitor Closely,295744.7291394324
LOW,10,"New York, NY",Electronics,Laptop,Cloudy,126,324.14021313834996,198.14021313834996,6,Monitor Closely,295157.58709941164
LOW,10,"Miami, FL",Electronics,TV,Sunny,109,320.8338460229083,211.8338460229083,5,Monitor Closely,294381.2591411152
LOW,10,"Dallas, TX",Appliances,Laptop,Cloudy,125,303.77285684041544,178.77285684041544,4,Monitor Closely,293552.18184623576
LOW,10,"Dallas, TX",Appliances,Headphones,Rainy,164,316.6403885502505,152.64038855025052,10,Monitor Closely,293066.49320871
LOW,10,"New York, NY",Appliances,Camera,Cloudy,115,294.1045035460803,179.1045035460803,4,Monitor Closely,290901.53465954366
LOW,10,"Los Angeles, CA",Appliances,Smartphone,Sunny,148,334.6222863162642,186.6222863162642,5,Monitor Closely,285438.78692072607
LOW,10,"Los Angeles, CA",Electronics,Smartphone,Sunny,155,319.49100520267547,164.49100520267547,2,Monitor Closely,285131.99823842174
LOW,10,"Dallas, TX",Electronics,Laptop,Stormy,147,297.4544121279839,150.45441212798391,9,Monitor Closely,284679.30681972223
LOW,10,"Dallas, TX",Electronics,TV,Stormy,181,349.26482179069535,168.26482179069535,8,Monitor Closely,283908.18586278654
LOW,10,"New York, NY",Electronics,Camera,Sunny,198,339.96567546236236,141.96567546236236,6,Monitor Closely,282939.01085324277
LOW,10,"Miami, FL",Appliances,Headphones,Sunny,95,293.8264880513291,198.82648805132908,1,Monitor Closely,281216.2081700388
LOW,10,"Chicago, IL",Electronics,Washing Machine,Sunny,158,308.82695465179825,150.82695465179825,8,Monitor Closely,280977.0420903815
LOW,10,"Miami, FL",Appliances,Smartphone,Cloudy,63,356.6985565694979,293.6985565694979,7,Monitor Closely,277903.4481971903
LOW,10,"Dallas, TX",Electronics,TV,Sunny,126,309.95580630756524,183.95580630756524,2,Monitor Closely,277512.0502794668
LOW,10,"New York, NY",Electronics,Smartphone,Sunny,160,312.1073612378909,152.10736123789093,9,Monitor Closely,277020.96843367175
LOW,10,"Los Angeles, CA",Electronics,Camera,Cloudy,128,303.441737101635,175.441737101635,8,Monitor Closely,276461.0893247564
LOW,10,"Los Angeles, CA",Electronics,Fridge,Rainy,144,297.31647964366334,153.31647964366334,9,Monitor Closely,274980.7720648924
LOW,10,"Los Angeles, CA",Appliances,Washing Machine,Stormy,186,329.52881600090484,143.52881600090484,9,Monitor Closely,274920.8353207732
LOW,10,"Chicago, IL",Electronics,Camera,Sunny,146,295.02360711368226,149.02360711368226,9,Monitor Closely,273832.3683074623
LOW,10,"Dallas, TX",Appliances,Smartphone,Cloudy,128,327.4128989415275,199.4128989415275,2,Monitor Closely,272565.5267892374
LOW,10,"Dallas, TX",Electronics,Fridge,Rainy,186,323.0492303173571,137.04923031735711,4,Monitor Closely,272363.4173788965
LOW,10,"Chicago, IL",Electronics,Camera,Rainy,187,326.1410389841338,139.1410389841338,9,Monitor Closely,272321.2758581873
LOW,10,"Chicago, IL",Appliances,Laptop,Rainy,197,331.2519234445522,134.25192344455218,3,Monitor Closely,266033.6114977246
LOW,10,"Chicago, IL",Appliances,Tablet,Cloudy,108,307.36935840021505,199.36935840021505,10,Monitor Closely,264429.56112695724
LOW,10,"Los Angeles, CA",Electronics,Smartphone,Cloudy,175,323.3211544366443,148.3211544366443,4,Monitor Closely,264383.9409948628
LOW,10,"Chicago, IL",Electronics,Smartphone,Cloudy,119,334.90273160410464,215.90273160410464,4,Monitor Closely,263707.9144358855
LOW,10,"New York, NY",Appliances,TV,Cloudy,69,293.29536355163265,224.29536355163265,5,Monitor Closely,260613.26881791302
LOW,10,"Dallas, TX",Electronics,Fridge,Cloudy,136,312.45349885232486,176.45349885232486,2,Monitor Closely,259129.02120459313
LOW,10,"New York, NY",Electronics,Smartphone,Cloudy,217,353.88005828346564,136.88005828346564,7,Monitor Closely,258998.97108164238
LOW,10,"Dallas, TX",Electronics,Smartphone,Sunny,157,296.681366723629,139.68136672362903,6,Monitor Closely,258747.16053251765
LOW,10,"Chicago, IL",Electronics,Laptop,Sunny,114,284.5472863055787,170.54728630557872,3,Monitor Closely,256895.37736209322
LOW,10,"Chicago, IL",Electronics,Smartphone,Sunny,178,331.6385700822413,153.6385700822413,9,Monitor Closely,255602.34350302158
LOW,10,"Miami, FL",Electronics,Washing Machine,Cloudy,163,298.4272268554914,135.42722685549143,1,Monitor Closely,255469.92074019904
LOW,10,"Chicago, IL",Appliances,Washing Machine,Cloudy,168,313.6809287409742,145.6809287409742,1,Monitor Closely,255202.39415915118
LOW,10,"Los Angeles, CA",Electronics,TV,Rainy,131,285.74153587994255,154.74153587994255,3,Monitor Closely,255190.45648104846
LOW,10,"Dallas, TX",Electronics,Headphones,Cloudy,162,319.52482505769086,157.52482505769086,1,Monitor Closely,254670.38467076884
LOW,10,"Chicago, IL",Electronics,Washing Machine,Cloudy,134,264.6077873342779,130.60778733427787,1,Monitor Closely,254643.3908098949
LOW,10,"Chicago, IL",Appliances,Camera,Sunny,103,304.4986269413625,201.4986269413625,4,Monitor Closely,254452.46610155253
LOW,10,"Dallas, TX",Appliances,Tablet,Sunny,127,268.5556789289142,141.55567892891418,7,Monitor Closely,253813.57898991098
LOW,10,"Miami, FL",Electronics,Smartphone,Cloudy,160,299.37092249433806,139.37092249433806,2,Monitor Closely,251388.90773993733
LOW,10,"Miami, FL",Appliances,TV,Stormy,156,306.70199617655766,150.70199617655766,7,Monitor Closely,251092.13092957155
LOW,10,"Dallas, TX",Appliances,Smartphone,Sunny,168,294.75937592035496,126.75937592035496,3,Monitor Closely,249873.1521892405
LOW,10,"New York, NY",Electronics,Smartphone,Sunny,213,355.7212798422604,142.7212798422604,1,Monitor Closely,249795.06561831944
LOW,10,"Chicago, IL",Electronics,Tablet,Cloudy,160,295.9961507912152,135.9961507912152,5,Monitor Closely,249792.28992727242
LOW,10,"Chicago, IL",Electronics,TV,Sunny,120,331.2599074116398,211.2599074116398,9,Monitor Closely,248919.09850683872
LOW,10,"Dallas, TX",Electronics,Fridge,Cloudy,175,321.04271614280856,146.04271614280856,2,Monitor Closely,245887.7398881625
LOW,10,"Miami, FL",Appliances,Fridge,Sunny,128,298.18033702762943,170.18033702762943,4,Monitor Closely,245827.19863978098
LOW,10,"Chicago, IL",Appliances,Fridge,Sunny,142,300.64725484959695,158.64725484959695,9,Monitor Closely,245639.89057382493
LOW,10,"New York, NY",Appliances,Washing Machine,Stormy,106,304.70662781990393,198.70662781990393,1,Monitor Closely,244892.0093240842
LOW,10,"Dallas, TX",Electronics,Smartphone,Cloudy,129,328.91267005330695,199.91267005330695,6,Monitor Closely,244529.179755804
LOW,10,"Miami, FL",Electronics,Washing Machine,Sunny,88,324.78764347056386,236.78764347056386,6,Monitor Closely,244421.67709605483
LOW,10,"Chicago, IL",Appliances,Laptop,Sunny,111,274.9118064554916,163.91180645549161,2,Monitor Closely,243254.95548833688
LOW,10,"New York, NY",Appliances,Laptop,Sunny,183,322.6979074037832,139.69790740378318,6,Monitor Closely,243172.14741776537
LOW,10,"Los Angeles, CA",Electronics,Washing Machine,Rainy,176,328.6065485946952,152.6065485946952,4,Monitor Closely,241121.3989105903
LOW,10,"Dallas, TX",Appliances,Tablet,Stormy,156,310.6932153202316,154.69321532023162,4,Monitor Closely,239735.81044252895
LOW,10,"Dallas, TX",Electronics,Laptop,Sunny,179,349.60400141748084,170.60400141748084,10,Monitor Closely,239304.5267482862
LOW,10,"Miami, FL",Appliances,Laptop,Cloudy,167,295.6447580054482,128.64475800544818,10,Monitor Closely,239050.26222088392
LOW,10,"Los Angeles, CA",Appliances,TV,Cloudy,113,258.9752334433523,145.9752334433523,4,Monitor Closely,239047.58253449926
LOW,10,"Dallas, TX",Electronics,TV,Sunny,152,285.4959023239605,133.49590232396048,9,Monitor Closely,238495.76933784835
LOW,10,"Los Angeles, CA",Electronics,Laptop,Sunny,119,322.69280832129385,203.69280832129385,5,Monitor Closely,236391.61484111115
LOW,10,"New York, NY",Appliances,Smartphone,Sunny,208,342.5941877738574,134.5941877738574,2,Monitor Closely,236040.51898276922
LOW,10,"Chicago, IL",Electronics,Headphones,Sunny,131,280.4429486396868,149.4429486396868,2,Monitor Closely,235868.79469699046
LOW,10,"Dallas, TX",Electronics,Headphones,Cloudy,202,334.0677306823256,132.0677306823256,1,Monitor Closely,235159.80125294894
LOW,10,"Los Angeles, CA",Electronics,TV,Cloudy,154,340.2685961208758,186.26859612087583,5,Monitor Closely,235130.57425530397
LOW,10,"Dallas, TX",Appliances,Smartphone,Cloudy,174,330.7274708543997,156.7274708543997,7,Monitor Closely,234845.14415235817
LOW,10,"Miami, FL",Appliances,Laptop,Rainy,121,344.1468244369083,223.14682443690828,6,Monitor Closely,234551.85863387864
LOW,10,"Los Angeles, CA",Appliances,Headphones,Sunny,193,328.39739614846525,135.39739614846525,9,Monitor Closely,234133.23934181055
LOW,10,"Dallas, TX",Appliances,Camera,Cloudy,164,300.392228800254,136.39222880025397,10,Monitor Closely,232145.02910718427
LOW,10,"Dallas, TX",Electronics,Washing Machine,Cloudy,77,351.63099532953044,274.63099532953044,7,Monitor Closely,231689.69289980506
LOW,10,"Miami, FL",Appliances,Fridge,Sunny,127,296.30142394928896,169.30142394928896,10,Monitor Closely,230881.43088236384
LOW,10,"Miami, FL",Electronics,Headphones,Cloudy,80,339.80282089157924,259.80282089157924,1,Monitor Closely,229699.46803487197
LOW,10,"Chicago, IL",Appliances,Smartphone,Rainy,186,316.39384282664673,130.39384282664673,3,Monitor Closely,229560.9681731681
LOW,10,"Chicago, IL",Electronics,Tablet,Sunny,151,299.8217641307052,148.82176413070522,3,Monitor Closely,229188.49319656866
LOW,10,"Chicago, IL",Appliances,Camera,Sunny,151,278.70607674858127,127.70607674858127,1,Monitor Closely,227687.16423504555
LOW,10,"Los Angeles, CA",Electronics,Smartphone,Sunny,163,328.68754883389585,165.68754883389585,1,Monitor Closely,226090.60163678092
LOW,10,"New York, NY",Appliances,Camera,Sunny,214,332.83937578695304,118.83937578695304,3,Monitor Closely,225984.9569964699
LOW,10,"Miami, FL",Appliances,TV,Rainy,96,309.8101084734187,213.81010847341872,3,Monitor Closely,225118.52511057787
