transaction_id,transaction_date,store_location,category,product_name,actual_demand,forecasted_demand,demand_gap,inventory_level,reorder_point,weather_conditions,is_demand_shock,stockout_indicator,revenue_at_risk
2875,2024-07-30 17:24:00,"Dallas, TX",Appliances,Smartphone,309,351,-42,294,50,Sunny,False,True,2131.5
1695,2024-02-27 13:19:00,"Chicago, IL",Appliances,Camera,506,270,236,493,60,Rainy,False,True,2123.6800000000003
1710,2024-02-23 05:44:00,"New York, NY",Electronics,Laptop,235,107,128,200,92,Stormy,False,True,1917.6499999999999
1592,2024-04-26 11:05:00,"New York, NY",Electronics,Camera,236,466,-230,231,65,Stormy,False,True,1817.1000000000001
1854,2024-06-14 01:13:00,"Miami, FL",Appliances,Fridge,245,365,-120,240,122,Rainy,False,True,1807.5
2694,2024-07-02 18:58:00,"New York, NY",Appliances,Fridge,143,469,-326,130,67,Sunny,False,True,1688.83
496,2024-07-06 19:11:00,"Chicago, IL",Appliances,Laptop,391,419,-28,363,144,Cloudy,False,True,1535.8
3528,2024-01-03 02:24:00,"Chicago, IL",Electronics,Camera,494,309,185,493,102,Rainy,False,True,1523.96
910,2024-09-13 10:25:00,"Los Angeles, CA",Appliances,Fridge,389,464,-75,381,141,Rainy,False,True,1431.2
3739,2024-08-01 02:41:00,"New York, NY",Appliances,Fridge,170,472,-302,166,119,Sunny,False,True,1413.4
1614,2024-04-03 15:23:00,"Dallas, TX",Appliances,Headphones,423,440,-17,421,79,Rainy,False,True,1390.88
4334,2024-03-22 14:35:00,"Dallas, TX",Electronics,Tablet,135,300,-165,126,94,Rainy,False,True,1344.2400000000002
1424,2024-07-29 15:00:00,"New York, NY",Electronics,Washing Machine,214,108,106,213,64,Cloudy,False,True,1314.15
2578,2024-08-03 07:25:00,"New York, NY",Appliances,Washing Machine,488,285,203,487,77,Sunny,False,True,1278.46
929,2024-07-12 01:15:00,"Chicago, IL",Electronics,Smartphone,276,468,-192,274,67,Cloudy,False,True,1229.1
1466,2024-01-29 01:41:00,"Miami, FL",Electronics,Camera,162,320,-158,161,80,Sunny,False,True,1130.78
4628,2024-02-08 05:45:00,"Los Angeles, CA",Electronics,Headphones,465,314,151,457,118,Rainy,False,True,1097.6
3939,2024-08-24 12:38:00,"Miami, FL",Electronics,Headphones,198,273,-75,180,69,Stormy,False,True,1036.26
4492,2024-03-31 11:24:00,"Los Angeles, CA",Electronics,Headphones,448,349,99,437,141,Sunny,False,True,1029.3799999999999
2389,2024-01-30 23:26:00,"Los Angeles, CA",Electronics,Washing Machine,485,216,269,484,111,Cloudy,False,True,975.02
1711,2024-01-13 02:30:00,"New York, NY",Appliances,Camera,95,298,-203,94,74,Sunny,False,True,926.52
188,2024-01-21 01:56:00,"Chicago, IL",Electronics,Laptop,462,325,137,449,128,Rainy,False,True,711.36
3359,2024-08-22 23:06:00,"Miami, FL",Electronics,Smartphone,496,474,22,489,110,Cloudy,False,True,571.69
2888,2024-08-04 01:16:00,"New York, NY",Electronics,Headphones,211,239,-28,210,142,Sunny,False,True,518.18
971,2024-05-14 09:39:00,"Dallas, TX",Electronics,Washing Machine,303,190,113,302,144,Cloudy,False,True,435.95
2261,2024-08-02 19:12:00,"Los Angeles, CA",Appliances,Smartphone,297,227,70,466,91,Rainy,False,True,0.0
2391,2024-08-03 00:50:00,"Chicago, IL",Appliances,Fridge,196,267,-71,478,64,Sunny,False,True,0.0
4203,2024-07-30 09:53:00,"Dallas, TX",Electronics,Headphones,130,370,-240,5,70,Stormy,False,False,0.0
1130,2024-01-15 09:00:00,"Chicago, IL",Appliances,Fridge,119,233,-114,429,69,Stormy,False,True,0.0
1512,2024-07-30 21:20:00,"New York, NY",Appliances,Washing Machine,304,116,188,221,117,Rainy,False,False,0.0
1052,2024-08-03 11:43:00,"Dallas, TX",Electronics,Washing Machine,173,494,-321,215,56,Sunny,False,True,0.0
1782,2024-08-03 15:40:00,"Dallas, TX",Electronics,Laptop,455,134,321,365,76,Rainy,False,False,0.0
2790,2024-08-03 17:57:00,"Chicago, IL",Electronics,Laptop,151,309,-158,236,51,Sunny,False,True,0.0
1288,2024-08-04 09:49:00,"Dallas, TX",Appliances,Tablet,175,235,-60,220,122,Stormy,False,True,0.0
1574,2024-08-03 19:49:00,"Dallas, TX",Appliances,Tablet,198,233,-35,352,76,Cloudy,False,True,0.0
811,2024-08-05 01:24:00,"Los Angeles, CA",Appliances,Smartphone,483,394,89,31,120,Sunny,False,False,0.0
1341,2024-08-03 22:00:00,"New York, NY",Electronics,Smartphone,149,317,-168,319,60,Cloudy,False,True,0.0
786,2024-08-04 02:21:00,"Miami, FL",Electronics,Headphones,93,431,-338,352,73,Cloudy,False,True,0.0
2492,2024-08-04 07:23:00,"Dallas, TX",Appliances,Laptop,169,138,31,294,104,Rainy,False,True,0.0
834,2024-08-04 03:59:00,"Miami, FL",Electronics,Fridge,220,305,-85,409,133,Sunny,False,True,0.0
963,2024-08-04 23:09:00,"Miami, FL",Electronics,Tablet,178,172,6,498,108,Stormy,False,True,0.0
4425,2024-07-30 10:52:00,"Dallas, TX",Electronics,Washing Machine,200,242,-42,354,66,Cloudy,False,True,0.0
3121,2024-08-05 04:31:00,"Los Angeles, CA",Appliances,Camera,321,239,82,478,113,Rainy,False,True,0.0
4958,2024-03-15 01:14:00,"Miami, FL",Appliances,Smartphone,130,341,-211,5,132,Rainy,False,False,0.0
2348,2024-03-15 00:44:00,"Miami, FL",Electronics,Tablet,182,398,-216,256,66,Rainy,False,True,0.0
4957,2024-03-15 00:21:00,"Dallas, TX",Electronics,Washing Machine,122,459,-337,499,127,Rainy,False,True,0.0
951,2024-03-14 21:15:00,"New York, NY",Electronics,Fridge,112,291,-179,368,87,Stormy,False,True,0.0
3375,2024-03-14 19:22:00,"Miami, FL",Electronics,Fridge,146,259,-113,350,110,Sunny,False,True,0.0
2606,2024-03-14 09:44:00,"Miami, FL",Appliances,Smartphone,237,162,75,477,98,Cloudy,False,True,0.0
665,2024-03-14 05:34:00,"Los Angeles, CA",Appliances,Laptop,106,418,-312,211,137,Rainy,False,True,0.0
3803,2024-03-14 02:22:00,"Los Angeles, CA",Appliances,Camera,334,133,201,401,57,Rainy,False,True,0.0
1608,2024-07-31 19:31:00,"Chicago, IL",Appliances,Smartphone,295,163,132,68,74,Rainy,False,False,0.0
1524,2024-08-05 15:05:00,"Miami, FL",Electronics,Laptop,219,315,-96,219,127,Rainy,False,True,0.0
210,2024-03-13 22:30:00,"Miami, FL",Appliances,Laptop,508,130,378,80,130,Stormy,False,False,0.0
3448,2024-03-13 20:19:00,"Los Angeles, CA",Electronics,Camera,94,116,-22,434,106,Rainy,False,True,0.0
3190,2024-08-01 23:58:00,"New York, NY",Electronics,Smartphone,404,315,89,480,150,Rainy,False,True,0.0
1381,2024-08-01 21:55:00,"New York, NY",Appliances,Laptop,114,164,-50,229,105,Stormy,False,True,0.0
1985,2024-08-01 13:33:00,"Dallas, TX",Electronics,Camera,180,330,-150,421,53,Rainy,False,True,0.0
1006,2024-08-01 01:55:00,"Chicago, IL",Electronics,Headphones,125,292,-167,342,143,Rainy,False,True,0.0
3969,2024-08-01 12:40:00,"Dallas, TX",Appliances,Washing Machine,154,268,-114,403,63,Sunny,False,True,0.0
670,2024-08-01 03:09:00,"Chicago, IL",Appliances,TV,465,168,297,353,127,Rainy,False,False,0.0
2403,2024-08-01 02:52:00,"New York, NY",Electronics,Camera,226,181,45,235,60,Stormy,False,True,0.0
1717,2024-03-14 00:18:00,"Los Angeles, CA",Electronics,Laptop,248,419,-171,444,83,Cloudy,False,True,0.0
4467,2024-03-13 19:21:00,"Chicago, IL",Appliances,TV,295,186,109,13,139,Sunny,False,False,0.0
4701,2024-03-13 17:00:00,"Dallas, TX",Electronics,Tablet,338,184,154,384,61,Rainy,False,False,0.0
4733,2024-03-13 12:39:00,"Los Angeles, CA",Appliances,TV,392,137,255,304,80,Rainy,False,False,0.0
952,2024-03-13 11:46:00,"Dallas, TX",Electronics,TV,203,157,46,204,80,Stormy,False,True,0.0
190,2024-03-13 10:32:00,"Los Angeles, CA",Electronics,Smartphone,127,138,-11,456,114,Cloudy,False,True,0.0
2304,2024-03-13 02:16:00,"Chicago, IL",Appliances,Fridge,95,255,-160,271,82,Stormy,False,True,0.0
643,2024-07-31 17:34:00,"Dallas, TX",Appliances,Camera,315,158,157,65,104,Rainy,False,False,0.0
3534,2024-03-13 00:48:00,"Dallas, TX",Electronics,Washing Machine,152,273,-121,324,65,Rainy,False,True,0.0
4271,2024-03-12 23:46:00,"New York, NY",Appliances,Camera,194,441,-247,322,63,Rainy,False,True,0.0
3078,2024-03-15 13:18:00,"New York, NY",Electronics,Fridge,180,437,-257,225,69,Rainy,False,True,0.0
315,2024-01-15 03:24:00,"Los Angeles, CA",Electronics,Washing Machine,211,275,-64,457,112,Rainy,False,True,0.0
2047,2024-01-15 01:15:00,"New York, NY",Electronics,Headphones,292,291,1,315,97,Sunny,False,True,0.0
3464,2024-01-14 21:06:00,"Los Angeles, CA",Electronics,Headphones,444,427,17,20,65,Sunny,False,False,0.0
2914,2024-01-14 20:36:00,"Dallas, TX",Electronics,Headphones,107,298,-191,203,55,Sunny,False,True,0.0
2624,2024-01-14 18:56:00,"Miami, FL",Appliances,Smartphone,165,201,-36,394,58,Rainy,False,True,0.0
3451,2024-01-14 05:15:00,"Los Angeles, CA",Electronics,Camera,440,213,227,120,110,Stormy,False,False,0.0
4698,2024-08-02 14:18:00,"New York, NY",Electronics,Smartphone,304,498,-194,8,65,Rainy,False,False,0.0
4844,2024-08-02 13:13:00,"Los Angeles, CA",Electronics,Camera,164,359,-195,292,65,Cloudy,False,True,0.0
4781,2024-08-02 05:18:00,"Dallas, TX",Appliances,Washing Machine,138,179,-41,259,128,Cloudy,False,True,0.0
904,2024-03-15 13:24:00,"Los Angeles, CA",Appliances,TV,287,303,-16,297,115,Rainy,False,True,0.0
4858,2024-01-15 06:41:00,"Miami, FL",Appliances,Laptop,353,322,31,52,123,Rainy,False,False,0.0
3507,2024-08-09 19:59:00,"Chicago, IL",Appliances,TV,502,251,251,477,83,Rainy,False,False,0.0
2035,2024-08-09 19:48:00,"Dallas, TX",Appliances,Washing Machine,338,121,217,7,143,Rainy,False,False,0.0
2672,2024-08-09 17:34:00,"Miami, FL",Appliances,TV,133,373,-240,142,114,Cloudy,False,True,0.0
1437,2024-08-09 17:14:00,"Chicago, IL",Electronics,Tablet,225,264,-39,388,131,Rainy,False,True,0.0
4969,2024-08-09 15:19:00,"Miami, FL",Electronics,Tablet,143,334,-191,23,135,Sunny,False,False,0.0
2593,2024-01-14 04:02:00,"New York, NY",Appliances,Tablet,472,264,208,35,123,Stormy,False,False,0.0
3436,2024-01-14 03:41:00,"Los Angeles, CA",Electronics,Smartphone,424,492,-68,435,59,Stormy,False,True,0.0
3854,2024-01-14 03:32:00,"Chicago, IL",Appliances,TV,402,117,285,208,52,Rainy,False,False,0.0
3124,2024-01-14 01:37:00,"New York, NY",Appliances,Washing Machine,179,116,63,203,60,Stormy,False,True,0.0
506,2024-01-14 00:05:00,"Los Angeles, CA",Appliances,Headphones,96,331,-235,429,82,Stormy,False,True,0.0
2793,2024-01-13 18:41:00,"Los Angeles, CA",Electronics,Camera,302,367,-65,359,122,Rainy,False,True,0.0
47,2024-08-06 05:40:00,"Los Angeles, CA",Electronics,Tablet,214,119,95,374,113,Cloudy,False,True,0.0
1860,2024-01-13 13:14:00,"Miami, FL",Appliances,Fridge,410,255,155,77,57,Stormy,False,False,0.0
4228,2024-01-13 07:03:00,"Miami, FL",Electronics,Washing Machine,92,125,-33,383,149,Rainy,False,True,0.0
1116,2024-08-09 11:38:00,"Los Angeles, CA",Appliances,Camera,167,212,-45,273,96,Stormy,False,True,0.0
2685,2024-08-09 09:28:00,"Chicago, IL",Appliances,Washing Machine,292,149,143,252,91,Stormy,False,False,0.0
4963,2024-03-10 08:39:00,"Dallas, TX",Electronics,Washing Machine,263,259,4,351,60,Stormy,False,True,0.0
2725,2024-03-10 02:14:00,"Miami, FL",Electronics,Smartphone,294,484,-190,496,68,Cloudy,False,True,0.0
3947,2024-03-10 01:07:00,"Chicago, IL",Appliances,Laptop,124,393,-269,252,72,Sunny,False,True,0.0
3502,2024-03-10 00:13:00,"Miami, FL",Electronics,Camera,390,237,153,443,149,Sunny,False,True,0.0
2088,2024-03-09 22:59:00,"New York, NY",Appliances,Tablet,144,356,-212,33,123,Sunny,False,False,0.0
2613,2024-03-09 11:39:00,"Chicago, IL",Electronics,Tablet,296,192,104,414,65,Stormy,False,True,0.0
2618,2024-03-09 04:59:00,"Miami, FL",Appliances,Camera,388,420,-32,425,123,Rainy,False,True,0.0
3827,2024-03-08 20:43:00,"Los Angeles, CA",Electronics,Tablet,307,140,167,228,88,Rainy,False,False,0.0
323,2024-01-13 15:04:00,"Chicago, IL",Electronics,Smartphone,462,346,116,477,150,Stormy,False,True,0.0
2254,2024-08-11 14:21:00,"Dallas, TX",Electronics,TV,288,123,165,299,140,Stormy,False,False,0.0
3354,2024-08-11 14:06:00,"New York, NY",Electronics,TV,143,253,-110,491,99,Sunny,False,True,0.0
1678,2024-08-11 07:15:00,"Miami, FL",Electronics,Washing Machine,269,278,-9,292,108,Rainy,False,True,0.0
3913,2024-08-11 05:20:00,"New York, NY",Electronics,Camera,123,438,-315,487,51,Stormy,False,True,0.0
1516,2024-08-11 03:46:00,"New York, NY",Appliances,Laptop,248,344,-96,403,69,Stormy,False,True,0.0
897,2024-08-11 02:55:00,"Dallas, TX",Electronics,Tablet,275,377,-102,489,50,Rainy,False,True,0.0
332,2024-08-10 23:39:00,"New York, NY",Electronics,Washing Machine,328,205,123,328,132,Rainy,False,True,0.0
1757,2024-08-10 21:18:00,"New York, NY",Electronics,Washing Machine,139,354,-215,220,51,Sunny,False,True,0.0
1490,2024-08-10 17:33:00,"Miami, FL",Appliances,Laptop,295,118,177,214,84,Stormy,False,False,0.0
2881,2024-08-10 13:43:00,"Chicago, IL",Appliances,Tablet,187,261,-74,224,102,Sunny,False,True,0.0
1720,2024-03-08 09:04:00,"Chicago, IL",Appliances,Headphones,210,353,-143,466,85,Stormy,False,True,0.0
64,2024-08-09 23:16:00,"Chicago, IL",Electronics,Laptop,118,464,-346,481,68,Sunny,False,True,0.0
2145,2024-03-08 03:54:00,"Los Angeles, CA",Appliances,Tablet,235,406,-171,29,127,Stormy,False,False,0.0
2394,2024-03-08 02:12:00,"New York, NY",Electronics,Fridge,338,319,19,341,95,Cloudy,False,True,0.0
895,2024-03-08 01:54:00,"Miami, FL",Appliances,Camera,324,155,169,455,55,Stormy,False,True,0.0
3981,2024-03-07 23:08:00,"Los Angeles, CA",Appliances,Smartphone,246,115,131,29,77,Rainy,False,False,0.0
791,2024-02-13 21:48:00,"New York, NY",Appliances,Smartphone,105,289,-184,212,57,Rainy,False,True,0.0
2940,2024-02-13 19:07:00,"Los Angeles, CA",Electronics,Smartphone,428,257,171,453,69,Cloudy,False,True,0.0
1969,2024-02-13 15:43:00,"Chicago, IL",Electronics,Headphones,230,396,-166,302,105,Cloudy,False,True,0.0
4581,2024-02-13 09:49:00,"New York, NY",Appliances,Tablet,251,479,-228,304,56,Cloudy,False,True,0.0
1386,2024-02-13 09:35:00,"Dallas, TX",Electronics,Smartphone,243,279,-36,36,86,Sunny,False,False,0.0
4891,2024-08-10 07:44:00,"Dallas, TX",Electronics,Smartphone,414,150,264,10,119,Rainy,False,False,0.0
423,2024-08-10 05:49:00,"Dallas, TX",Appliances,Tablet,256,170,86,478,78,Rainy,False,False,0.0
2583,2024-08-10 00:06:00,"New York, NY",Appliances,Camera,192,401,-209,198,124,Cloudy,False,True,0.0
2334,2024-03-08 04:08:00,"New York, NY",Appliances,Tablet,409,257,152,240,101,Stormy,False,False,0.0
3242,2024-08-07 07:35:00,"Los Angeles, CA",Electronics,Washing Machine,350,190,160,22,133,Rainy,False,False,0.0
4387,2024-08-07 07:18:00,"Dallas, TX",Appliances,Smartphone,109,150,-41,481,62,Cloudy,False,True,0.0
2885,2024-08-07 05:20:00,"Los Angeles, CA",Electronics,Camera,172,454,-282,490,128,Cloudy,False,True,0.0
386,2024-08-07 04:08:00,"Chicago, IL",Appliances,TV,369,179,190,165,125,Stormy,False,False,0.0
100,2024-08-07 02:50:00,"Los Angeles, CA",Appliances,Smartphone,335,144,191,378,116,Rainy,False,False,0.0
2532,2024-08-07 02:07:00,"Chicago, IL",Appliances,Washing Machine,262,204,58,373,112,Rainy,False,True,0.0
3193,2024-08-06 19:31:00,"Miami, FL",Electronics,TV,184,197,-13,390,117,Cloudy,False,True,0.0
1528,2024-08-06 12:19:00,"Chicago, IL",Electronics,Headphones,92,382,-290,253,86,Rainy,False,True,0.0
3104,2024-08-06 10:53:00,"Los Angeles, CA",Electronics,Camera,172,325,-153,395,150,Cloudy,False,True,0.0
3776,2024-08-06 07:02:00,"Chicago, IL",Electronics,Laptop,131,397,-266,479,50,Cloudy,False,True,0.0
771,2024-07-30 08:29:00,"Chicago, IL",Electronics,Laptop,249,408,-159,324,112,Sunny,False,True,0.0
4728,2024-08-09 05:58:00,"Los Angeles, CA",Appliances,Headphones,192,369,-177,230,142,Stormy,False,True,0.0
4734,2024-08-05 20:17:00,"New York, NY",Appliances,TV,322,439,-117,349,84,Rainy,False,True,0.0
1538,2024-03-12 18:09:00,"Los Angeles, CA",Appliances,Fridge,224,183,41,272,138,Rainy,False,True,0.0
667,2024-03-12 17:22:00,"Dallas, TX",Electronics,Laptop,322,129,193,59,123,Cloudy,False,False,0.0
543,2024-03-12 16:28:00,"Los Angeles, CA",Electronics,Fridge,488,117,371,425,86,Stormy,False,False,0.0
1816,2024-03-12 16:27:00,"Los Angeles, CA",Electronics,Laptop,132,482,-350,447,107,Cloudy,False,True,0.0
697,2024-03-12 05:39:00,"Dallas, TX",Electronics,Tablet,218,112,106,287,106,Sunny,False,True,0.0
1002,2024-03-11 23:26:00,"Dallas, TX",Appliances,Tablet,440,256,184,479,54,Cloudy,False,True,0.0
2198,2024-03-11 22:40:00,"Los Angeles, CA",Electronics,Fridge,242,186,56,246,149,Rainy,False,True,0.0
940,2024-03-11 22:38:00,"Dallas, TX",Appliances,Tablet,382,369,13,468,87,Cloudy,False,True,0.0
3860,2024-03-11 21:16:00,"Los Angeles, CA",Appliances,Fridge,147,121,26,360,112,Cloudy,False,True,0.0
2201,2024-03-11 16:23:00,"Dallas, TX",Electronics,TV,419,160,259,181,81,Stormy,False,False,0.0
2584,2024-03-11 12:28:00,"Chicago, IL",Appliances,Smartphone,289,158,131,163,52,Stormy,False,False,0.0
1765,2024-08-05 21:21:00,"New York, NY",Electronics,Washing Machine,246,344,-98,4,129,Cloudy,False,False,0.0
4813,2024-08-09 02:21:00,"Miami, FL",Electronics,TV,316,182,134,64,58,Stormy,False,False,0.0
1533,2024-08-09 00:27:00,"Chicago, IL",Appliances,Headphones,280,158,122,338,61,Cloudy,False,True,0.0
1875,2024-08-08 21:30:00,"Dallas, TX",Electronics,Laptop,333,498,-165,414,95,Rainy,False,True,0.0
189,2024-08-08 20:50:00,"New York, NY",Electronics,Smartphone,133,125,8,427,144,Cloudy,False,True,0.0
2750,2024-08-08 19:59:00,"New York, NY",Appliances,Fridge,368,177,191,473,111,Stormy,False,False,0.0
1836,2024-08-08 18:37:00,"New York, NY",Appliances,Headphones,189,163,26,239,91,Cloudy,False,True,0.0
1639,2024-08-08 18:07:00,"New York, NY",Electronics,Camera,181,417,-236,352,108,Rainy,False,True,0.0
2697,2024-08-08 17:32:00,"Los Angeles, CA",Appliances,Tablet,203,119,84,363,108,Sunny,False,True,0.0
4018,2024-08-08 17:14:00,"New York, NY",Electronics,Smartphone,376,175,201,180,89,Rainy,False,False,0.0
3784,2024-08-08 12:39:00,"Dallas, TX",Appliances,Laptop,255,138,117,364,108,Rainy,False,True,0.0
254,2024-03-11 08:29:00,"New York, NY",Electronics,Washing Machine,155,365,-210,319,106,Rainy,False,True,0.0
2495,2024-03-11 08:19:00,"Chicago, IL",Appliances,Washing Machine,230,447,-217,273,53,Stormy,False,True,0.0
3543,2024-08-07 07:49:00,"Dallas, TX",Appliances,Camera,100,125,-25,263,132,Rainy,False,True,0.0
4136,2024-03-11 07:35:00,"Chicago, IL",Appliances,Smartphone,194,131,63,18,68,Stormy,False,False,0.0
77,2024-03-11 05:28:00,"Dallas, TX",Electronics,Smartphone,95,217,-122,159,60,Rainy,False,True,0.0
2212,2024-03-11 04:46:00,"New York, NY",Electronics,TV,418,114,304,387,62,Rainy,False,False,0.0
855,2024-03-10 22:57:00,"Dallas, TX",Electronics,Tablet,245,489,-244,254,118,Sunny,False,True,0.0
4300,2024-03-10 21:28:00,"Chicago, IL",Electronics,Tablet,194,197,-3,445,66,Sunny,False,True,0.0
2986,2024-03-10 18:12:00,"Miami, FL",Electronics,Laptop,362,124,238,442,112,Stormy,False,True,0.0
3108,2024-03-10 18:05:00,"Miami, FL",Electronics,Smartphone,127,299,-172,344,144,Sunny,False,True,0.0
4345,2024-03-10 10:55:00,"Dallas, TX",Appliances,TV,94,301,-207,391,85,Rainy,False,True,0.0
4383,2024-08-08 04:28:00,"Miami, FL",Electronics,TV,205,497,-292,281,116,Rainy,False,True,0.0
3630,2024-08-07 23:06:00,"Miami, FL",Electronics,Smartphone,97,200,-103,151,52,Sunny,False,True,0.0
173,2024-08-07 17:14:00,"Chicago, IL",Appliances,Camera,201,148,53,54,135,Sunny,False,False,0.0
3887,2024-08-07 09:30:00,"Chicago, IL",Electronics,Fridge,293,179,114,447,75,Stormy,False,True,0.0
610,2024-03-11 07:41:00,"Miami, FL",Appliances,Smartphone,133,307,-174,180,110,Stormy,False,True,0.0
3429,2024-01-17 18:15:00,"Dallas, TX",Appliances,Washing Machine,262,477,-215,446,73,Sunny,False,True,0.0
4073,2024-01-17 16:49:00,"New York, NY",Appliances,Laptop,508,189,319,120,56,Rainy,False,False,0.0
76,2024-01-17 16:44:00,"Chicago, IL",Electronics,Washing Machine,161,260,-99,193,94,Sunny,False,True,0.0
3403,2024-01-17 08:01:00,"Dallas, TX",Electronics,Laptop,314,102,212,306,88,Stormy,False,False,0.0
2570,2024-01-17 01:42:00,"New York, NY",Appliances,Laptop,176,361,-185,233,56,Rainy,False,True,0.0
797,2024-07-19 18:21:00,"Miami, FL",Electronics,Smartphone,144,483,-339,175,133,Cloudy,False,True,0.0
1018,2024-07-19 12:29:00,"Dallas, TX",Appliances,Fridge,105,404,-299,481,140,Rainy,False,True,0.0
3172,2024-07-19 03:22:00,"New York, NY",Electronics,Headphones,292,317,-25,391,131,Cloudy,False,True,0.0
63,2024-07-18 23:38:00,"Miami, FL",Electronics,TV,142,290,-148,255,111,Sunny,False,True,0.0
4113,2024-07-18 22:04:00,"Dallas, TX",Appliances,Camera,246,228,18,47,149,Cloudy,False,False,0.0
2491,2024-07-18 21:15:00,"Dallas, TX",Appliances,Washing Machine,180,419,-239,20,102,Cloudy,False,False,0.0
2453,2024-02-11 07:35:00,"Chicago, IL",Electronics,Fridge,191,122,69,286,122,Stormy,False,False,0.0
2061,2024-07-18 17:19:00,"New York, NY",Appliances,Fridge,198,361,-163,430,100,Stormy,False,True,0.0
4273,2024-07-18 14:15:00,"New York, NY",Electronics,Smartphone,209,186,23,428,51,Stormy,False,True,0.0
4668,2024-07-18 11:25:00,"Chicago, IL",Electronics,Washing Machine,107,372,-265,465,85,Sunny,False,True,0.0
4386,2024-07-18 11:00:00,"New York, NY",Appliances,Fridge,241,300,-59,420,131,Cloudy,False,True,0.0
1857,2024-07-17 12:36:00,"Miami, FL",Appliances,Smartphone,159,333,-174,201,79,Cloudy,False,True,0.0
3700,2024-07-17 08:57:00,"Miami, FL",Appliances,Smartphone,141,336,-195,338,50,Sunny,False,True,0.0
2684,2024-07-17 05:10:00,"Chicago, IL",Appliances,Smartphone,182,255,-73,497,149,Cloudy,False,True,0.0
1323,2024-07-17 04:05:00,"Miami, FL",Electronics,Washing Machine,262,104,158,342,87,Stormy,False,False,0.0
958,2024-03-22 13:00:00,"Los Angeles, CA",Electronics,Washing Machine,346,133,213,484,150,Stormy,False,True,0.0
4633,2024-03-22 10:16:00,"Miami, FL",Electronics,Laptop,257,128,129,443,106,Stormy,False,False,0.0
3428,2024-03-22 09:03:00,"Miami, FL",Electronics,Smartphone,145,226,-81,461,78,Cloudy,False,True,0.0
4976,2024-07-18 18:22:00,"Los Angeles, CA",Electronics,TV,429,386,43,483,63,Stormy,False,True,0.0
4680,2024-07-21 02:43:00,"Miami, FL",Electronics,TV,283,251,32,465,79,Cloudy,False,True,0.0
3622,2024-07-21 01:17:00,"Dallas, TX",Appliances,Washing Machine,339,223,116,254,91,Stormy,False,False,0.0
1918,2024-07-20 22:51:00,"Dallas, TX",Electronics,Tablet,142,140,2,428,145,Sunny,False,True,0.0
937,2024-07-20 14:26:00,"New York, NY",Electronics,Tablet,185,380,-195,377,82,Cloudy,False,True,0.0
1113,2024-07-20 13:18:00,"New York, NY",Appliances,Washing Machine,143,245,-102,495,70,Rainy,False,True,0.0
362,2024-07-20 05:04:00,"Miami, FL",Electronics,Tablet,220,116,104,21,144,Rainy,False,False,0.0
4306,2024-07-20 04:52:00,"Chicago, IL",Electronics,Camera,399,163,236,433,94,Stormy,False,False,0.0
2108,2024-07-19 23:15:00,"New York, NY",Electronics,Camera,218,217,1,490,102,Cloudy,False,True,0.0
1483,2024-01-18 05:38:00,"New York, NY",Appliances,TV,179,138,41,265,91,Rainy,False,True,0.0
3513,2024-01-18 02:56:00,"Miami, FL",Appliances,Tablet,150,365,-215,278,75,Rainy,False,True,0.0
3558,2024-01-18 00:54:00,"Los Angeles, CA",Electronics,Headphones,370,165,205,195,94,Rainy,False,False,0.0
1996,2024-01-17 21:13:00,"Los Angeles, CA",Appliances,Laptop,408,336,72,12,107,Cloudy,False,False,0.0
969,2024-03-21 08:04:00,"Chicago, IL",Electronics,Camera,105,197,-92,479,123,Stormy,False,True,0.0
1808,2024-03-21 05:07:00,"Chicago, IL",Electronics,Tablet,148,311,-163,152,106,Cloudy,False,True,0.0
4335,2024-03-21 04:35:00,"Miami, FL",Appliances,Tablet,281,384,-103,309,98,Sunny,False,True,0.0
2710,2024-03-21 04:31:00,"Chicago, IL",Electronics,Camera,391,178,213,18,106,Sunny,False,False,0.0
1394,2024-03-21 04:13:00,"New York, NY",Appliances,Camera,246,359,-113,286,78,Rainy,False,True,0.0
213,2024-03-21 01:03:00,"Los Angeles, CA",Electronics,Tablet,399,413,-14,408,117,Rainy,False,True,0.0
1706,2024-03-20 21:56:00,"Dallas, TX",Appliances,TV,280,188,92,443,56,Sunny,False,True,0.0
3851,2024-03-20 21:27:00,"Miami, FL",Electronics,Tablet,463,259,204,478,117,Cloudy,False,True,0.0
2417,2024-03-20 18:34:00,"Chicago, IL",Appliances,Tablet,486,279,207,137,91,Rainy,False,False,0.0
935,2024-03-20 15:12:00,"Miami, FL",Appliances,Tablet,404,305,99,8,148,Stormy,False,False,0.0
4568,2024-03-20 14:32:00,"New York, NY",Electronics,Tablet,186,323,-137,271,146,Stormy,False,True,0.0
3736,2024-03-21 10:37:00,"Chicago, IL",Electronics,Tablet,128,452,-324,144,70,Rainy,False,True,0.0
71,2024-03-23 21:42:00,"Los Angeles, CA",Appliances,Tablet,198,206,-8,213,148,Stormy,False,True,0.0
4382,2024-03-23 20:51:00,"Miami, FL",Electronics,Laptop,93,256,-163,360,69,Sunny,False,True,0.0
3218,2024-03-23 18:03:00,"Miami, FL",Electronics,Fridge,360,173,187,462,135,Cloudy,False,True,0.0
438,2024-03-23 12:43:00,"Dallas, TX",Electronics,Headphones,197,307,-110,41,124,Stormy,False,False,0.0
